seq,HOTA(0),LocA(0),HOTALocA(0),HOTA___5,HOTA___10,HOTA___15,HOTA___20,HOTA___25,HOTA___30,HOTA___35,HOTA___40,HOTA___45,HOTA___50,HOTA___55,HOTA___60,HOTA___65,HOTA___70,HOTA___75,HOTA___80,HOTA___85,HOTA___90,HOTA___95,HOTA___AUC,DetA___5,DetA___10,DetA___15,DetA___20,DetA___25,DetA___30,DetA___35,DetA___40,DetA___45,DetA___50,DetA___55,DetA___60,DetA___65,DetA___70,DetA___75,DetA___80,DetA___85,DetA___90,DetA___95,DetA___AUC,AssA___5,AssA___10,AssA___15,AssA___20,AssA___25,AssA___30,AssA___35,AssA___40,AssA___45,AssA___50,AssA___55,AssA___60,AssA___65,AssA___70,AssA___75,AssA___80,AssA___85,AssA___90,AssA___95,AssA___AUC,DetRe___5,DetRe___10,DetRe___15,DetRe___20,DetRe___25,DetRe___30,DetRe___35,DetRe___40,DetRe___45,DetRe___50,DetRe___55,DetRe___60,DetRe___65,DetRe___70,DetRe___75,DetRe___80,DetRe___85,DetRe___90,DetRe___95,DetRe___AUC,DetPr___5,DetPr___10,DetPr___15,DetPr___20,DetPr___25,DetPr___30,DetPr___35,DetPr___40,DetPr___45,DetPr___50,DetPr___55,DetPr___60,DetPr___65,DetPr___70,DetPr___75,DetPr___80,DetPr___85,DetPr___90,DetPr___95,DetPr___AUC,AssRe___5,AssRe___10,AssRe___15,AssRe___20,AssRe___25,AssRe___30,AssRe___35,AssRe___40,AssRe___45,AssRe___50,AssRe___55,AssRe___60,AssRe___65,AssRe___70,AssRe___75,AssRe___80,AssRe___85,AssRe___90,AssRe___95,AssRe___AUC,AssPr___5,AssPr___10,AssPr___15,AssPr___20,AssPr___25,AssPr___30,AssPr___35,AssPr___40,AssPr___45,AssPr___50,AssPr___55,AssPr___60,AssPr___65,AssPr___70,AssPr___75,AssPr___80,AssPr___85,AssPr___90,AssPr___95,AssPr___AUC,LocA___5,LocA___10,LocA___15,LocA___20,LocA___25,LocA___30,LocA___35,LocA___40,LocA___45,LocA___50,LocA___55,LocA___60,LocA___65,LocA___70,LocA___75,LocA___80,LocA___85,LocA___90,LocA___95,LocA___AUC,RHOTA___5,RHOTA___10,RHOTA___15,RHOTA___20,RHOTA___25,RHOTA___30,RHOTA___35,RHOTA___40,RHOTA___45,RHOTA___50,RHOTA___55,RHOTA___60,RHOTA___65,RHOTA___70,RHOTA___75,RHOTA___80,RHOTA___85,RHOTA___90,RHOTA___95,RHOTA___AUC,HOTA_TP___5,HOTA_TP___10,HOTA_TP___15,HOTA_TP___20,HOTA_TP___25,HOTA_TP___30,HOTA_TP___35,HOTA_TP___40,HOTA_TP___45,HOTA_TP___50,HOTA_TP___55,HOTA_TP___60,HOTA_TP___65,HOTA_TP___70,HOTA_TP___75,HOTA_TP___80,HOTA_TP___85,HOTA_TP___90,HOTA_TP___95,HOTA_TP___AUC,HOTA_FN___5,HOTA_FN___10,HOTA_FN___15,HOTA_FN___20,HOTA_FN___25,HOTA_FN___30,HOTA_FN___35,HOTA_FN___40,HOTA_FN___45,HOTA_FN___50,HOTA_FN___55,HOTA_FN___60,HOTA_FN___65,HOTA_FN___70,HOTA_FN___75,HOTA_FN___80,HOTA_FN___85,HOTA_FN___90,HOTA_FN___95,HOTA_FN___AUC,HOTA_FP___5,HOTA_FP___10,HOTA_FP___15,HOTA_FP___20,HOTA_FP___25,HOTA_FP___30,HOTA_FP___35,HOTA_FP___40,HOTA_FP___45,HOTA_FP___50,HOTA_FP___55,HOTA_FP___60,HOTA_FP___65,HOTA_FP___70,HOTA_FP___75,HOTA_FP___80,HOTA_FP___85,HOTA_FP___90,HOTA_FP___95,HOTA_FP___AUC,MOTA,MOTP,MODA,CLR_Re,CLR_Pr,MTR,PTR,MLR,sMOTA,CLR_F1,FP_per_frame,MOTAL,MOTP_sum,CLR_TP,CLR_FN,CLR_FP,IDSW,MT,PT,ML,Frag,CLR_Frames,IDF1,IDR,IDP,IDTP,IDFN,IDFP,Dets,GT_Dets,IDs,GT_IDs
2019_12_10__000060,0.8839645439110254,0.80912635143352,0.7152390062113235,0.8839645439110254,0.8826726749531927,0.8788412501863223,0.8778218062145076,0.877222394229741,0.8750075593416053,0.8732642561964236,0.8677004823276143,0.8617870480994528,0.8576403685053092,0.849681455172065,0.8458016275076076,0.8365994508413422,0.767758979328608,0.7069579835857815,0.5597657627106879,0.3402031866794887,0.17675998430406956,0.06580735671874313,0.7308030616217678,0.8599495313626532,0.8572714182865371,0.8492831541218638,0.8469661714694827,0.845644786263638,0.8400499286733238,0.8357943426436577,0.8234670436472875,0.80844724851034,0.798675265818372,0.7763814770184196,0.7666495463105633,0.755827803301004,0.6697411003236245,0.5701460742544127,0.4371866295264624,0.2452033305176783,0.1124407072013799,0.030457359696425004,0.6699780483656382,0.9086502014294399,0.9088265798785934,0.9094280738767976,0.9098015356726266,0.9099791560687919,0.911419908235826,0.9124140021553419,0.9143099688565837,0.9186461054081624,0.9209587840888446,0.9299018544799588,0.9331256980940327,0.9260027721807753,0.8801219606425182,0.8765991964590046,0.7167138424211855,0.4720091198701509,0.2778717141579085,0.14218593605854224,0.8041561268439519,0.9972826086956522,0.9956103678929766,0.9905936454849499,0.9891304347826086,0.9882943143812709,0.9847408026755853,0.9820234113712375,0.9740802675585284,0.9642558528428093,0.9577759197324415,0.9427257525083612,0.9360367892976589,0.9285117056856187,0.865175585284281,0.7832357859531772,0.6561454849498328,0.42474916387959866,0.21801839464882944,0.06375418060200669,0.8232705509593382,0.8619692863595303,0.860523938572719,0.8561878952122854,0.8549232158988257,0.8542005420054201,0.8511291779584462,0.848780487804878,0.8419150858175248,0.8334236675700091,0.8278229448961156,0.8148148148148148,0.80903342366757,0.8025293586269197,0.7477868112014453,0.6769647696476965,0.5671183378500452,0.36711833785004516,0.1884372177055104,0.05510388437217705,0.7115675367279988,0.911699306498501,0.9119708988671736,0.9130932326295502,0.9135361037213364,0.9137176091766689,0.9150564856036786,0.915976484692127,0.9183185726384085,0.9227271046562464,0.9251790852382963,0.9335441864604113,0.9366624792183562,0.9338617845166012,0.9045869254121615,0.9043448805867437,0.8010161300117945,0.6020807547467938,0.40869212491622764,0.23956905532101544,0.8329280634164258,0.9695313074584967,0.9684697130315032,0.9648221890209023,0.964199131545194,0.9638321313933398,0.9632775226170524,0.9626773058279162,0.9587295692672535,0.9572051442697188,0.9549537434593565,0.9549782499148745,0.9548898531747294,0.9509602507875752,0.9176527192327202,0.9136862679832553,0.8080212094737595,0.6074202390528985,0.41673546157654556,0.24245220587375696,0.8628681165768867,0.80912635143352,0.8103412972192222,0.8137734405688022,0.8147301820711041,0.815219372110601,0.8171726831986535,0.8185213252032728,0.8221385344686575,0.8261463026698187,0.8285239128702777,0.8333479293564904,0.8352328374833433,0.8368523736798267,0.8483806899613057,0.861404979335781,0.8770116234631125,0.9055438375017786,0.933490849822877,0.9656138786974221,0.8459248632166245,0.9519354196968309,0.9512292917818722,0.9491436514079274,0.9486371216359553,0.9483286488070759,0.9473712957498003,0.9465790569093911,0.9437220454642621,0.9411747360777769,0.939186960336633,0.9362918484764993,0.9345801102393925,0.9272563903620094,0.872616772942418,0.8286035605791783,0.6857612935312891,0.4477560485447314,0.246132373000842,0.09521001967514595,0.8127114023799491,4771.0,4763.0,4739.0,4732.0,4728.0,4711.0,4698.0,4660.0,4613.0,4582.0,4510.0,4478.0,4442.0,4139.0,3747.0,3139.0,2032.0,1043.0,305.0,3938.5263157894738,13.0,21.0,45.0,52.0,56.0,73.0,86.0,124.0,171.0,202.0,274.0,306.0,342.0,645.0,1037.0,1645.0,2752.0,3741.0,4479.0,845.4736842105264,764.0,772.0,796.0,803.0,807.0,824.0,837.0,875.0,922.0,953.0,1025.0,1057.0,1093.0,1396.0,1788.0,2396.0,3503.0,4492.0,5230.0,1596.4736842105262,0.75,0.8293729967303245,0.7585702341137124,0.9577759197324415,0.8278229448961156,0.875,0.125,0.0,0.5865775650121963,0.888070549471848,1.5883333333333334,0.7582331137423244,3800.187071018347,4582,202,953,41,7,1,0,56.0,600,0.8553154375423975,0.9224498327759197,0.797289972899729,4413,371,1122,5535,4784,14,8
COMBINED,0.8839645439110254,0.80912635143352,0.7152390062113235,0.8839645439110254,0.8826726749531927,0.8788412501863223,0.8778218062145076,0.877222394229741,0.8750075593416053,0.8732642561964236,0.8677004823276143,0.8617870480994528,0.8576403685053092,0.849681455172065,0.8458016275076076,0.8365994508413422,0.767758979328608,0.7069579835857815,0.5597657627106879,0.3402031866794887,0.17675998430406956,0.06580735671874313,0.7308030616217678,0.8599495313626532,0.8572714182865371,0.8492831541218638,0.8469661714694827,0.845644786263638,0.8400499286733238,0.8357943426436577,0.8234670436472875,0.80844724851034,0.798675265818372,0.7763814770184196,0.7666495463105633,0.755827803301004,0.6697411003236245,0.5701460742544127,0.4371866295264624,0.2452033305176783,0.1124407072013799,0.030457359696425004,0.6699780483656382,0.9086502014294399,0.9088265798785934,0.9094280738767976,0.9098015356726266,0.9099791560687919,0.911419908235826,0.9124140021553419,0.9143099688565837,0.9186461054081624,0.9209587840888446,0.9299018544799588,0.9331256980940327,0.9260027721807753,0.8801219606425182,0.8765991964590046,0.7167138424211855,0.4720091198701509,0.2778717141579085,0.14218593605854224,0.8041561268439519,0.9972826086956522,0.9956103678929766,0.9905936454849499,0.9891304347826086,0.9882943143812709,0.9847408026755853,0.9820234113712375,0.9740802675585284,0.9642558528428093,0.9577759197324415,0.9427257525083612,0.9360367892976589,0.9285117056856187,0.865175585284281,0.7832357859531772,0.6561454849498328,0.42474916387959866,0.21801839464882944,0.06375418060200669,0.8232705509593382,0.8619692863595303,0.860523938572719,0.8561878952122854,0.8549232158988257,0.8542005420054201,0.8511291779584462,0.848780487804878,0.8419150858175248,0.8334236675700091,0.8278229448961156,0.8148148148148148,0.80903342366757,0.8025293586269197,0.7477868112014453,0.6769647696476965,0.5671183378500452,0.36711833785004516,0.1884372177055104,0.05510388437217705,0.7115675367279988,0.911699306498501,0.9119708988671736,0.9130932326295502,0.9135361037213364,0.9137176091766689,0.9150564856036786,0.915976484692127,0.9183185726384085,0.9227271046562464,0.9251790852382963,0.9335441864604113,0.9366624792183562,0.9338617845166012,0.9045869254121615,0.9043448805867437,0.8010161300117945,0.6020807547467938,0.40869212491622764,0.23956905532101544,0.8329280634164258,0.9695313074584967,0.9684697130315032,0.9648221890209023,0.964199131545194,0.9638321313933398,0.9632775226170524,0.9626773058279162,0.9587295692672535,0.9572051442697188,0.9549537434593565,0.9549782499148745,0.9548898531747294,0.9509602507875752,0.9176527192327202,0.9136862679832553,0.8080212094737595,0.6074202390528985,0.41673546157654556,0.24245220587375696,0.8628681165768867,0.80912635143352,0.8103412972192222,0.8137734405688022,0.8147301820711041,0.815219372110601,0.8171726831986535,0.8185213252032728,0.8221385344686575,0.8261463026698187,0.8285239128702777,0.8333479293564904,0.8352328374833433,0.8368523736798267,0.8483806899613057,0.861404979335781,0.8770116234631125,0.9055438375017786,0.933490849822877,0.9656138786974221,0.8459248632166245,0.9519354196968309,0.9512292917818722,0.9491436514079274,0.9486371216359553,0.9483286488070759,0.9473712957498003,0.9465790569093911,0.9437220454642621,0.9411747360777769,0.939186960336633,0.9362918484764993,0.9345801102393925,0.9272563903620094,0.872616772942418,0.8286035605791783,0.6857612935312891,0.4477560485447314,0.246132373000842,0.09521001967514595,0.8127114023799491,4771.0,4763.0,4739.0,4732.0,4728.0,4711.0,4698.0,4660.0,4613.0,4582.0,4510.0,4478.0,4442.0,4139.0,3747.0,3139.0,2032.0,1043.0,305.0,3938.5263157894738,13.0,21.0,45.0,52.0,56.0,73.0,86.0,124.0,171.0,202.0,274.0,306.0,342.0,645.0,1037.0,1645.0,2752.0,3741.0,4479.0,845.4736842105264,764.0,772.0,796.0,803.0,807.0,824.0,837.0,875.0,922.0,953.0,1025.0,1057.0,1093.0,1396.0,1788.0,2396.0,3503.0,4492.0,5230.0,1596.4736842105262,0.75,0.8293729967303245,0.7585702341137124,0.9577759197324415,0.8278229448961156,0.875,0.125,0.0,0.5865775650121963,0.888070549471848,1.5883333333333334,0.7582331137423244,3800.187071018347,4582,202,953,41,7,1,0,56.0,600,0.8553154375423975,0.9224498327759197,0.797289972899729,4413,371,1122,5535,4784,14,8
